v1,word,awl,gsl,core_avl,domain_avl,soc,sci,rel,his,med,law,fin,edu,hum,wg,frequency_gsl,complexity_gsl,proximity_gsl,polysemy_gsl,diversity_gsl,frequency_awl,complexity_awl,proximity_awl,polysemy_awl,diversity_awl,frequency_avlds,complexity_avlds,proximity_avlds,polydiv_avlds,missing,ortho_n,phono_n,og_n,old,pld,length,nphon,nsyll,nmorph,log_freq_hal,log_freq_kf,cocazipf,d,zenozipf,subzipf,cd,semd,wordage,freqband,z_sem_prec,wordsmyth_lnapossam,wordnet_lnapossam,word_uk,d_rt_mean,d_accuracy_mean,nmg_accuracy_mean,nmg_rt_mean,z_d_rt,z_d_accuracy,z_nmg_rt,z_nmg_accuracy,blprt,blpzscore,blpaccuracy,bg_mean,closed_class,sfi,lg10cd,lg10wf,word_age,occurtotal,occurnum,freq_pm,aoaknown,aoamean,aoasd,aoa,mrcaoa,frequency,image,dom_pos,bigram,concm,concsd,total_part,percent_known,percent_unknown,gradelevel,meanpctcor,prevalence_uk,prevalence_us,prevalence,prevalence_male,prevalence_female,aca_freq,ratio,disp,range,n_subjects,wffa_missing,_merge,age_band,quantile_aoamean,length2,complex_strata,frequency_strata,polysemy_strata,random_sample,sample_flag,strata,target
306913,rev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1520991,-.8041324,.81057703,-.71352208,-1.2245219,-3.1610179,-2.1123538,4.0449586,.4047741,-2.232816,-2.8139396,-1.3754375,1.4746076,.12206665,17.857143,10,14,5,1.8,1.55,3,3,1,1,9.8199997,1.5185139,.38087919,.26980001,2.4873002,1.3016658,12,1.48666,437,5,3.2198031,1.6094379,1.0986123,rev,,,.9285714,704.9231,,,-.26270068,.030340465,743.52173,.56002378,.57499999,4580.5,,-1.1770482,0,0,,19,15,4.0588236,.78947371,10.67,1.95,,,,,,,,,0,,,,,1.0785929,.78115219,.85146892,.69974828,.81013054,,,,,,17.857143,Matched (3),Middle School,Elementary,3,0,1,4,.18024625,0,014,0
127880,enactment,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-2.1314828,1.8889321,-.70247495,-.8942042,-1.5506924,-1.5321798,.41675422,-.31401747,-.28313884,-1.6318207,-.97828346,.90095067,-.53046072,-.000079743098,7.1428571,0,0,0,3.0999999,2.9000001,9,9,3,3,6.4099998,.84509802,3.3830452,.41370001,3.1307528,1.3016658,19,1.383652,428,5,.82928926,1.0986123,1.0986123,enactment,857.75,.969697,1,784.53845,.53254056,.64424604,.46385857,.60587186,,,,3847,0,-.27124536,0,0,183,20,17,.019607844,.85000002,10.82,3.3,,,,,n,0,2.45,1.33,29,1,0,10,.69,2.2083857,1.9792643,2.0383801,2.027245,1.8345565,850,2.6362715,.86842877,8,1,7.1428571,Matched (3),Middle School,Elementary,9,3,3,3,.56978428,0,333,0
161067,grope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8076496,-.56425768,.0074097482,-.42000189,-.93687236,-2.1692808,-1.6815622,2.4902065,.32962155,-1.2767707,-1.4960784,-1.0483315,.50917256,.40741137,3.5714285,4,14,4,1.75,1.35,5,4,1,1,5.1399999,0,2.8186297,.28940001,2.7883303,2.8079743,4,1.5809371,426,5,-.21656057,1.6094379,1.3862944,grope,754.62964,.79411763,.89655173,658.0769,-.22382382,-.24508937,-.69021285,-.22765602,632.39392,-.025560699,.86842108,2634.5,0,-.79440916,1.50515,1.50515,775,19,19,.60784316,1,11.95,2.4100001,,,,,v,0,3.78,.97000003,27,1,0,10,.67000002,2.2083857,2.0884557,2.1190341,1.7916348,2.2126312,0,,,,,3.5714285,Matched (3),Middle School,Middle school,5,0,2,4,.2283445,0,024,0
37261,alchemist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8976007,1.8719237,-.70646781,-2.3171444,-.52010751,-2.2435839,.3849943,-.30343208,-1.8651518,-1.1547101,-1.6278737,.80100584,-.53449893,-1.3137218,7.1428571,0,0,0,3.6500001,3.3,9,8,3,3,6.2600002,0,2.6819091,.3784,2.9344583,2.4789157,3,1.6884164,322,4,.2316608,0,0,alchemist,862.66669,.72727275,.8888889,747.54169,.56860334,-.58366853,.12623097,-.28939882,,,,3843.6299,0,-.51825571,1.0413927,1.1760913,482,19,19,.27450982,1,12,3.21,,,,,n,0,4.23,1.0700001,29,.89999998,.10344828,12,.74000001,1.6678535,2.0992138,1.942078,2.0392151,1.7874117,0,,,,,7.1428571,Matched (3),Middle School,Middle school,9,3,2,0,.64670849,0,320,0
50905,aver,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.6326766,.41769284,-.6719507,-1.6274343,-2.0529022,-3.1350722,-.82410014,-.24465732,-1.0954788,-2.1406832,-2.436445,-.33552974,-.49236929,-.76886892,57.142857,0,1,0,2.55,1.95,7,5,2,2,5.1700001,0,2.2197282,0,1.7860218,2.0017943,1,1.2647088,476,4,-.36596769,0,.69314718,aver,,,,,,,,,,,0,,0,,.60206002,.69897002,620,19,9,.078431375,.47368422,12,3.5699999,,,,,,,,,0,,,16,.36000001,-.27309185,-.15842272,-.19062713,-.3096303,-.25468615,141,1.8019125,.89134628,8,0,57.142857,Matched (3),Middle School,Middle school,4,0,1,2,.44751391,0,012,0
94951,convert,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-.79100776,.50031364,-.4783527,.70171905,.8455224,.14688858,-.85561502,.14836976,1.4802053,.74802476,.71641159,-.22670899,-.19660872,1.6141024,0,2,2,0,1.8,2.2,7,6,2,2,9.96,1.0791812,4.0463662,.86559999,4.0555019,3.5069444,118,2.0301943,485,6,-.51537478,1.6094379,2.4849067,convert,633.96973,1,1,726.17859,-1.1088368,.79773521,-.068725854,.60587186,579.71051,-.3707912,.97500002,2729.3301,0,.9919849,2.1271048,2.2041199,439,18,18,3.1176472,1,10.61,3.8099999,,,,,v,0,2.73,1.36,30,1,0,8,.82499999,2.5758293,2.5758293,2.5758293,2.5758293,2.5758293,853,1.7549092,.8706941,8,0,0,Matched (3),Middle School,Elementary,7,1,4,4,.48716164,0,144,0
383366,unpredictability,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.958523,.47981903,-.23968272,-.95496601,.3089546,-2.5976439,-.797593,1.6202941,-.45514452,-1.4739889,-1.7914175,-.29618436,.18070555,-.09015853,53.57143,3,2,3,2.8,2,7,5,2,2,3.5,0,3.099381,.31,2.2654514,2.3028243,2,1.9504138,183,4,.53047502,1.3862944,1.0986123,unpredictability,,,,,,,,,,,,,0,-1.4177585,.95424253,1,,21,21,.17647059,1,12.14,3.8399999,,,,,n,0,1.89,1.1900001,27,1,0,,,2.5758293,1.9553136,2.0400469,2.1674037,2.3646159,222,1.5393124,.89143735,8,0,53.57143,Matched (3),Middle School,Middle school,16,4,1,3,.55694813,0,413,0
227686,mold,0,0,0,1,0,1,0,0,1,0,0,0,0,0,-.83232462,-.85347265,1.3626977,1.1271784,-1.8752428,.059422035,-2.0192311,7.0901546,2.1068671,-1.1425029,.49313614,-1.2563868,2.4038525,1.9144077,3.5714285,13,31,10,1.25,1,4,4,1,1,8.2299995,1.6532125,3.9779158,.65880001,4.401114,3.645247,127,1.2941552,437,5,-.067153446,2.7080503,2.6390574,mould,784.77521,.69783551,.77777779,636.71851,-.0027129352,-.73277247,-.88512677,-1.1846694,623.79169,.16574886,.64999998,1952.29,,1.1104443,2.2576785,2.4099331,,38,34,5.019608,.89473683,10.295,3.0599999,,,,,n,0,4.8499999,.46000001,27,1,0,8,.49000001,1.9953933,2.5758293,2.0978746,1.8912652,1.8589395,,,,,,3.5714285,Matched (3),Middle School,Elementary,4,0,4,4,.10654453,0,044,0
387623,urn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1706388,-1.1453242,-.6256001,-1.2127613,-1.4568235,-1.5018629,-2.2385399,.14302263,-.47791994,-1.4002614,-.88180083,-1.591156,-.35535359,-.46188009,0,0,19,0,1.85,1.3,3,2,1,1,5.5599999,.30103001,3.3558512,.3802,2.9344583,3.3028243,9,1.436703,495,5,1.725732,1.0986123,.69314718,urn,883.54999,.58823532,,,.72177762,-1.2879137,,,630.42859,.16231842,.72500002,1879,0,-.5161947,1.6720978,2,375,18,18,1.9411764,1,9.8900003,3.1800001,,,,,n,0,4.6100001,1.0700001,28,1,0,12,.67000002,1.6565493,2.2649562,2.0127785,1.886306,1.9868385,0,,,,,0,Matched (3),Elementary School,Elementary,3,0,3,3,.93279856,0,033,0
56175,beaverboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.4005461,1.8789628,-.6709587,-2.2984707,-3.0888684,-4.7773695,.41449806,-.29997864,-1.5816772,-3.5058763,-4.1991019,.79121047,-.50326669,-1.5063607,78.571426,0,0,0,3.8,3.75,9,8,3,2,2.8299999,0,.38087919,0,1.7860218,1.6038543,1,1.0024437,209,3,1.725732,.69314718,0,beaverboard,,,,,,,,,,,,,,,.30103001,.30103001,,18,4,.019607844,.22222222,11.75,5.1199999,,,,,,,,,0,,,,,-.44104514,-.48620415,-.47367227,-.45010936,-.46631643,,,,,,78.571426,Matched (3),Middle School,Middle school,11,4,0,1,.36582854,0,401,0
115001,discord,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.4610267,.94195366,-.44013116,-.38083005,-.35458246,-1.8906894,-.43978828,.55217761,.10514019,-.53170782,-1.2505862,.13114403,-.12738483,.45186865,7.1428571,2,2,1,2.7,2.5999999,7,7,2,2,5.98,0,3.2628341,.5212,2.9644215,1.3016658,11,1.7174844,485,5,-.067153454,1.0986123,1.6094379,discord,796.19354,.91176468,1,647.29633,.081037953,.35081032,-.78859502,.60587186,679.17645,.20283233,.85000002,3727.8301,0,-.34701774,0,0,585,18,17,1.0196079,.94444442,12.41,2.79,,,,,n,0,2.26,1.35,29,.93000001,.068965517,12,.75999999,1.7537481,1.8133777,1.794764,1.830164,1.7590358,326,1.5159601,.90123487,9,0,7.1428571,Matched (3),Middle School,Middle school,7,1,2,4,.19945812,0,124,0
207226,longboat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6431234,1.0815921,-.7233867,-2.336267,-.30937618,-3.0183969,-.26199663,-.26291686,-1.6742253,-.66943926,-2.3875706,.13528392,-.51921642,-1.3995264,14.285714,0,1,0,3.45,3,8,6,2,2,2.9400001,0,2.0340917,.4294,2.7883303,2.645247,3,1.7640523,376,4,2.0245461,0,0,longboat,739.4375,.94117647,.96296299,618.84613,-.3352547,.49978539,-1.0482278,.30744845,686.22223,.38654032,.7368421,4386.29,0,-.62304568,1,1.3424227,,18,15,.41176471,.83333331,11.27,3.24,,,,,n,0,4.5999999,.86000001,30,1,0,,,1.6893753,1.4219807,1.4864658,1.528169,1.4959501,0,,,,,14.285714,Matched (3),Middle School,Middle school,8,2,1,1,.20831552,0,211,0
389888,vending,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0143104,.30057561,.7908181,-1.272724,-2.2302582,-1.3609163,-.89838463,5.0915179,-.52782828,-1.5812596,-.75166327,-.34272009,1.5101959,-.30597755,3.5714285,9,12,8,1.65,1.55,7,6,2,2,6.6300001,.77815127,3.3974948,.63929999,3.018779,3.3481474,9,1.1962905,400,4,.53047502,.69314718,.69314718,vending,664.65625,.94117647,1,665.10345,-.88375813,.49978539,-.62608951,.60587186,647.83783,-.010009879,.97368419,6827.5,0,-.20032553,1.9190781,2.0453229,334,19,19,2.1568627,1,11.26,4.9200001,,,,,j,0,3.23,1.39,26,1,0,,,2.5758293,2.2785757,2.3401885,2.306881,2.5758293,0,,,,,3.5714285,Matched (3),Middle School,Middle school,7,1,3,3,.53700095,0,133,0
187843,intruder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9327035,1.2324833,-.45078751,-2.1897264,-.70412368,-1.1956383,-.16329379,.095647663,-1.6427622,-1.080502,-.55370975,.32727659,-.23502342,-1.197728,3.5714285,2,0,0,2.5999999,2.7,8,7,3,3,7.2800002,0,3.5050573,.40650001,3.2934802,3.574666,19,1.6295533,419,5,.2316608,0,0,intruder,678.24243,.97058821,1,635.34613,-.78410661,.64876014,-.8976509,.60587186,,,,6206.29,0,-.10972796,2.089905,2.2718415,466,19,19,3.6470587,1,10.68,4.3299999,,,,,n,0,4.1399999,1.3,29,1,0,6,.80000001,2.5758293,2.0651891,2.1598098,1.8635783,2.3471248,0,,,,,3.5714285,Matched (3),Middle School,Elementary,8,2,3,1,.86850613,0,231,0
372420,tuition,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1.2265788,.66226691,-.73084521,-1.3287019,-1.3203775,-.44938383,-.67470157,-.28022733,-.63827789,-1.0180979,.13511005,-.18370321,-.5284093,-.47317481,0,0,0,0,2.6500001,2.3,7,5,3,2,8.1999998,.69897002,4.0364017,.71090001,3.3681138,3.6187947,22,1.4443395,475,5,1.725732,.69314718,.69314718,tuition,661,.96875,1,700.86664,-.91057593,.63944936,-.29971939,.60587186,,,,4692.1699,0,.20986006,2.149219,2.3159704,708,19,19,4.0392156,1,10.84,3.1500001,,,,,n,0,3.52,1.35,29,1,0,8,.73000002,1.8029546,2.3899381,2.1238317,2.0341599,2.120646,1133,.92413235,.85860294,7,1,0,Matched (3),Middle School,Elementary,7,1,4,3,.61674005,0,143,0
227540,moil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.4994774,.68744427,.039704766,-2.053333,-3.6323514,-4.9534388,-.5810582,2.4645007,-1.2815596,-3.588598,-4.373065,-.15662105,.50357145,-1.1716933,75,4,14,4,3,2.55,8,5,2,2,1.79,0,.38087919,0,1.7860218,1.3016658,5,.84939104,225,3,.53047502,1.3862944,0,moil,,,,,,,,,650.20001,.036718857,.125,,,,0,0,389,21,1,0,.047619049,12,,,,,,,,,,0,,,13,.36500001,-1.0857998,-.426148,-.59063965,-.7897498,-.66082931,0,,,,,75,Matched (3),Middle School,Middle school,4,0,0,2,.566154,0,002,0
388205,vaccinate,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-2.9928455,1.4987661,-.7066766,-2.1623049,-2.6680562,-2.4594467,.094861574,-.29456973,-1.7437826,-2.9868393,-1.8002958,.52124012,-.52725828,-1.2657015,10.714286,0,0,0,3.05,3.25,9,7,3,2,6.1100001,.47712126,2.7133176,.2719,2.2654514,2.1479223,3,1.0902586,198,4,-.36596769,.69314718,0,vaccinate,887.19354,.93939394,.90322578,882.64288,.74850225,.49075657,1.3591467,-.17388028,,,,5033.5,0,-1.4747109,.84509802,.84509802,197,18,18,.11764706,1,10.72,3.8800001,,,,,v,0,3.3699999,1.54,30,1,0,6,.68000001,2.0513897,2.1736128,2.1330984,1.9968903,2.5758293,142,.64911962,.79329717,6,1,10.714286,Matched (3),Middle School,Elementary,9,3,2,1,.57460517,0,321,0
337634,sonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1893737,-.014526754,.0052641751,-1.3360996,-3.635474,-1.5922531,-1.2334999,2.3302615,-1.0103014,-3.2275729,-1.0489615,-.59582907,.44063696,-.54985642,7.1428571,4,7,4,1.9,1.7,5,5,2,2,8.3599997,.30103001,3.3877728,.214,2.8675115,1.3016658,7,.80213696,390,5,-1.2624104,.69314718,.69314718,sonic,623.125,.94117647,.96428573,625.74072,-1.1883804,.49978539,-.98530859,.31810638,589.1579,-.22059982,.97500002,4361.5,0,-.83834374,0,0,77,18,18,1.9411764,1,11,2.74,,,,,j,0,2.29,1.27,29,.97000003,.034482758,6,.75,2.2167723,2.3840709,2.3268206,2.5758293,2.3372042,0,,,,,7.1428571,Matched (3),Middle School,Elementary,5,0,3,2,.79175627,0,032,0
190749,jasper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5106378,.20050715,-.61851543,-2.2090497,-1.6391246,-3.4370403,-1.0158166,-.25716352,-1.4732116,-1.6290975,-3.2051029,-.48722401,-.47696888,-1.3025265,17.857143,0,0,0,2,2.7,6,5,2,1,6.9699998,0,.38087919,.28940001,3.9056015,1.3016658,12,1.3861935,369,4,.82928926,0,0,jasper,663.03705,.81818181,1,639.64288,-.89563459,-.12320072,-.85843933,.60587186,689,.36241457,.7631579,4250.3999,,.36529168,0,0,380,20,14,4.5294118,.69999999,10.687,4.9099998,,,,,,,,,0,,,16,.61000001,.97296351,1.2045363,1.1338834,1.0453043,1.1587732,0,,,,,17.857143,Matched (3),Middle School,Elementary,6,1,0,1,.2227437,0,101,0
302706,rejuvenation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1347048,3.343442,-.68448353,-1.4664341,-.26146376,-2.7279332,1.5780277,-.34454718,-.92127824,-1.4666792,-1.919764,1.900455,-.53369445,-.45434156,17.857143,0,0,0,3.8,4.6500001,12,10,5,4,4.5999999,0,2.9249473,.3125,1.7860218,2.0017943,1,1.7533385,356,4,.53047502,1.0986123,.69314718,rejuvenation,980.29633,.87096775,1,780.76001,1.4313899,.14416781,.42937702,.60587186,,,,4749.5498,0,,.47712126,.69897002,254,18,17,.078431375,.94444442,12.35,2.8299999,,,,,n,0,2.0999999,1.35,29,1,0,,,2.5758293,2.1523867,2.2279725,1.9326552,2.5758293,0,,,,,17.857143,Matched (3),Middle School,Middle school,12,4,1,2,.12710723,0,412,0
118539,domesticate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3144484,2.8201559,-.73199672,-1.1034458,.14280318,-2.6818211,1.1859632,-.33580253,-.55283362,.43625575,-2.0549803,1.5615835,-.53318316,-.079494044,7.1428571,0,0,0,3.7,4.5,11,10,4,2,3.6900001,0,2.3808792,.65140003,3.018779,1.9048843,8,1.8494318,476,4,-.66478193,.69314718,1.0986123,domesticate,1069.4286,.84848487,.96666664,860.24139,2.0851548,.030288752,1.1547136,.33729041,,,,2904.8,0,-.19218244,.60206002,.60206002,359,18,18,.05882353,1,11.39,3.8199999,,,,,v,0,2.1900001,1.17,26,1,0,8,.68000001,2.1804612,2.1433902,2.1533608,2.11483,1.989313,0,,,,,7.1428571,Matched (3),Middle School,Middle school,11,4,1,3,.49091449,0,413,0
136783,faithfulness,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-2.9014902,2.9082627,-.65759867,-2.2566464,-2.5009797,-2.3303051,1.4301201,-.15419894,-1.6304249,-1.885506,-1.6424716,1.7048668,-.50213242,-1.1491429,46.42857,0,9,0,3.5999999,2.8,14,10,4,4,3.76,0,2.9572206,.3127,2.7883303,2.3442171,1,1.1198323,421,5,-.067153439,0,0,faithfulness,,,,,,,,,,,,,0,-.7607798,.95424253,1.0413927,600,18,18,.19607843,1,10.83,2.98,513,,-.17389999,389,n,0,1.72,.83999997,25,1,0,6,.68000001,2.1972864,2.268667,2.2482724,2.5758293,2.2295566,230,2.2496243,.77653813,5,1,46.42857,Matched (3),Middle School,Elementary,12,4,2,1,.51759398,0,421,0
102042,cudbear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6555271,.64315999,-.3717182,-2.6158333,-3.2293351,-5.2096205,-.63719398,.39121544,-2.1924303,-3.4027593,-4.5659375,-.21068002,-.03464764,-1.8773654,67.85714,3,4,0,3.8499999,2.5999999,7,5,2,1,0,0,.38087919,0,1.7860218,1.9048843,13,.98369807,71,2,.53047502,0,0,cudbear,,,,,,,,,,,,,,,.30103001,.60206002,233,19,4,.05882353,.21052632,11,1.83,,,,,,,,,0,,,,,-1.3658055,-1.3159226,-1.3289827,-1.2778443,-1.3350834,0,,,,,67.85714,Matched (3),Middle School,Elementary,7,1,0,0,.89281082,0,100,0
32211,achievable,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.5316513,.80765241,-.20647338,-2.2502573,-.31626078,-2.2365136,-.54895633,1.1567135,-1.8193738,-1.3824186,-1.4786364,-.017222352,.079557441,-1.1003379,57.142857,3,1,2,1.8,2.5,7,6,3,2,5.02,1.1139433,3.2017372,0,1.7860218,1.7799456,7,1.7356638,485,5,-1.2624104,0,0,achievable,,,,,,,,,,,,,0,,.47712126,.47712126,366,18,18,.039215688,1,9.8900003,3.22,,,,,j,0,2.0699999,1.27,27,1,0,,,2.5758293,2.0315905,2.1451726,2.1334214,2.2062225,358,2.0251515,.90820485,9,0,57.142857,Matched (3),Elementary School,Elementary,10,4,2,1,.85712558,0,421,0
173138,homosexual,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-1.2755256,3.3073471,-.77914929,-1.5291481,-2.5441101,-.41942325,1.4950634,-.36972445,-1.1404312,-2.0391672,.19220608,1.9175826,-.57248175,-.76413786,0,0,0,0,4.5,5.6999998,10,11,4,3,8.8800001,.30103001,4.0000768,.43880001,3.5807219,3.6866398,17,1.0903208,380,6,-.66478193,.69314718,.69314718,homosexual,781.58063,1,1,654.66669,-.026144452,.79773521,-.72133404,.60587186,,,,2265,0,.21744625,2.139879,2.3838153,108,19,19,4.7254901,1,12.37,3.55,,,,,n,0,3.8499999,1.23,27,1,0,8,.72000003,2.5758293,2.4093292,2.4531872,2.5758293,2.5758293,1479,1.6451238,.84507942,7,2,0,Matched (3),Middle School,Middle school,10,4,4,2,.98027182,0,442,0
63673,boaster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.2875137,.15016405,.32095027,-2.3175364,-1.2440547,-4.679934,-1.0207105,2.7637904,-1.6100016,-1.7733221,-4.0905881,-.51382732,.77242607,-1.2814651,21.428572,6,8,4,1.75,1.65,7,5,2,2,2.0799999,0,.38087919,.31549999,2.2654514,1.7799456,1,1.5128174,217,3,.82928926,0,0,boaster,738.92859,.84848487,1,838.125,-.33898744,.030288752,.95288235,.60587186,707,.37475502,.89999998,5793.5,,-1.4101208,.47712126,.47712126,625,19,17,.039215688,.89473683,11.12,3.4400001,,,,,n,0,2.46,1.3,26,1,0,,,2.2147145,1.7861333,1.8734446,1.7099869,1.6758416,0,,,,,21.428572,Matched (3),Middle School,Elementary,7,1,0,1,.86706823,0,101,0
94925,conversational,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.1055822,3.51103,-.74470633,-2.1339614,-2.2831318,-1.4163741,1.8682745,-.35612038,-1.676927,-1.8895679,-.78441018,2.1557202,-.5781675,-1.0416504,0,0,0,0,4,4.0999999,14,11,5,3,6.21,.47712126,3.4155076,.59390002,3.3198092,2.7499824,18,1.1670433,238,5,-1.2624104,.69314718,0,conversational,864.5484,.96875,.93333334,817.60712,.58240527,.63944936,.76563883,.068709448,,,,5698.77,0,.082077116,1.4149734,1.447158,221,19,19,.52941179,1,10.89,2.3800001,,,,,j,0,2.29,.98000002,30,.93000001,.06666667,,,2.1854327,2.5758293,2.4295812,2.3195267,2.5758293,435,1.6290815,.82402742,8,1,0,Matched (3),Middle School,Elementary,14,4,3,1,.36362624,0,431,0
53681,banishment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8521955,2.1702011,-.73506159,-1.6252508,-1.4686298,-2.2092333,.66400999,-.32521501,-1.0766859,-1.441954,-1.5503324,1.0704173,-.54741871,-.76145536,3.5714285,0,0,0,3.5999999,3.6500001,10,9,3,2,5.79,0,2.8090141,.26440001,2.6334283,2.3442171,3,1.4127717,485,5,.53047502,0,.69314718,banishment,822.87878,.97058821,1,703.33331,.27676812,.64876014,-.27720883,.60587186,,,,4062.22,0,-1.0097375,1,1.0413927,493,20,20,.19607843,1,10.5,3.0899999,,,,,n,0,2.1600001,1.1799999,25,1,0,8,.68000001,1.7200212,2.1736128,2.0127785,2.0052047,1.9202194,0,,,,,3.5714285,Matched (3),Middle School,Elementary,10,4,2,2,.36016244,0,422,0
59246,bewilder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.8473945,1.1892436,-.68613958,-1.6913499,-.20336677,-3.3213742,-.19071789,-.29220092,-1.2180035,-.87573659,-2.6151364,.30057296,-.51620281,-.71498901,7.1428571,0,0,0,2.7,2.8499999,8,7,3,1,3.0899999,.30103001,1.8580004,.31009999,2.2654514,1.7799456,2,1.776372,353,5,-.36596769,0,.69314718,bewilder,744.65625,.94117647,1,744.03571,-.29697636,.49978539,.094235845,.60587186,,,,3607.5701,0,-1.4176184,.47712126,.47712126,320,21,17,.039215688,.80952382,10.29,3.0799999,,,,,v,0,1.96,.88999999,26,.95999998,.03846154,8,.88,2.2126312,2.0150051,2.0636971,2.3319013,1.8920089,0,,,,,7.1428571,Matched (3),Middle School,Elementary,8,2,0,2,.34931308,0,202,0
53565,bandleader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9719737,-.49973783,.010606363,-2.2628503,-4.4330516,-2.3705511,-1.5683943,2.4777853,-1.8235146,-4.539669,-1.782135,-.99567002,.48007104,-1.6288757,57.142857,4,13,4,2.1500001,1.45,5,4,1,1,6.73,0,2.7444911,0,2.4873002,2.5580969,2,.62764621,208,4,1.1281035,0,0,bandleader,,,,,,,,,,,,,0,,1.0413927,1.2552725,,18,18,.33333334,1,10.28,2.4200001,,,,,n,0,4.6700001,.68000001,28,.95999998,.035714287,,,1.541715,1.5646129,1.5590235,1.4832152,1.2846023,0,,,,,57.142857,Matched (3),Middle School,Elementary,10,4,2,1,.030780312,1,421,0
402320,womanish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.0059056,1.3690435,-.68090189,-2.374172,-1.0795729,-3.5442328,-.013342413,-.28164533,-1.8940991,-.7054165,-2.8808219,.40897471,-.50780571,-1.2982988,7.1428571,0,0,0,3.05,3.2,8,7,3,2,1.95,.30103001,1.8432772,.31009999,2.2654514,2.2059143,2,1.5313245,410,3,-1.2624104,0,0,womanish,857.45453,.97058821,1,744.67859,.53037333,.64876014,.10010271,.60587186,,,,3593.5701,0,-1.4176184,.84509802,.90309,439,19,18,.13725491,.94736844,9.9399996,3.24,,,,,j,0,2.6700001,1.04,29,.93000001,.068965517,,,.77539194,1.1616329,1.0380012,1.0308506,.93757761,0,,,,,7.1428571,Matched (3),Elementary School,Elementary,8,2,0,0,.32858959,0,200,0
385310,unsterilized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9943419,2.8842347,-.68477559,-2.4316845,-2.7115443,-3.3553045,1.2816508,-.332259,-2.1166615,-3.5490003,-2.7102022,1.6861446,-.53935766,-1.5280319,57.142857,0,0,0,3.95,4.0999999,11,11,4,2,6.77,0,1.6596328,0,2.0893602,1.9048843,1,1.0822802,123,4,-1.2624104,0,0,unsterilized,,,,,,,,,,,,,0,,.60206002,.60206002,,20,20,.05882353,1,11.95,4.1900001,,,,,j,0,2.8499999,1.3200001,29,.93000001,.068965517,,,2.2304997,1.9588093,2.0252314,2.3422735,1.8376544,0,,,,,57.142857,Matched (3),Middle School,Middle school,12,4,0,0,.96641475,0,400,0
379506,undying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7803102,.95376265,-.48839942,-2.2665944,-.56964141,-2.118346,-.41298217,.36177534,-1.795109,-.82176995,-1.5088595,.07459297,-.27388677,-1.1965462,0,1,1,1,2.55,2.75,7,6,3,3,5.9299998,0,2.7500951,.29570001,3.0436027,2.9560368,11,1.6701785,419,4,-1.2624104,0,0,undying,766.59998,.90909094,.92592591,693.59998,-.13602412,.3372674,-.366034,.0090245772,,,,5058.1699,0,-.50884992,1.6334685,1.6532125,600,18,18,.86274511,1,10.44,3.26,,,,,j,0,1.87,1.01,24,.95999998,.041666668,8,.74000001,1.6733657,2.022639,1.9161696,1.8188877,1.881852,0,,,,,0,Matched (3),Middle School,Elementary,7,1,2,1,.077935375,1,121,0
